7/17/2010,0.04951
7/18/2010,0.08584
7/19/2010,0.08080
7/20/2010,0.07474
7/21/2010,0.07921
7/22/2010,0.05050
7/23/2010,0.06262
7/24/2010,0.05454
7/25/2010,0.05050
7/26/2010,0.05600
7/27/2010,0.06000
7/28/2010,0.05890
7/29/2010,0.06990
7/30/2010,0.06270
7/31/2010,0.06785
8/1/2010,0.06110
8/2/2010,0.06000
8/3/2010,0.06000
8/4/2010,0.05700
8/5/2010,0.06100
8/6/2010,0.06230
8/7/2010,0.05900
8/8/2010,0.06090
8/9/2010,0.07100
8/10/2010,0.07000
8/11/2010,0.06700
8/12/2010,0.07000
8/13/2010,0.06450
8/14/2010,0.06700
8/15/2010,0.06529
8/16/2010,0.06550
8/17/2010,0.07000
8/18/2010,0.06800
8/19/2010,0.06670
8/20/2010,0.06550
8/21/2010,0.06640
8/22/2010,0.06600
8/23/2010,0.06491
8/24/2010,0.06500
8/25/2010,0.06480
8/26/2010,0.06400
8/27/2010,0.06500
8/28/2010,0.06410
8/29/2010,0.06400
8/30/2010,0.06497
8/31/2010,0.06000
9/1/2010,0.06290
9/2/2010,0.06340
9/3/2010,0.06085
9/4/2010,0.06238
9/5/2010,0.06160
9/6/2010,0.06160
9/7/2010,0.06100
9/8/2010,0.06200
9/9/2010,0.06111
9/10/2010,0.06180
9/11/2010,0.06366
9/12/2010,0.06150
9/13/2010,0.06219
9/14/2010,0.06199
9/15/2010,0.06040
9/16/2010,0.06190
9/17/2010,0.05900
9/18/2010,0.06100
9/19/2010,0.06270
9/20/2010,0.06210
9/21/2010,0.06265
9/22/2010,0.06220
9/23/2010,0.06231
9/24/2010,0.06220
9/25/2010,0.06202
9/26/2010,0.06200
9/27/2010,0.06220
9/28/2010,0.06190
9/29/2010,0.06191
9/30/2010,0.06190
10/1/2010,0.06197
10/2/2010,0.06140
10/3/2010,0.06111
10/4/2010,0.06130
10/5/2010,0.06140
10/6/2010,0.06281
10/7/2010,0.06700
10/8/2010,0.08685
10/9/2010,0.09380
10/10/2010,0.09650
10/11/2010,0.09500
10/12/2010,0.09490
10/13/2010,0.10500
10/14/2010,0.10200
10/15/2010,0.10500
10/16/2010,0.10100
10/17/2010,0.10200
10/18/2010,0.10240
10/19/2010,0.09700
10/20/2010,0.09900
10/21/2010,0.10700
